ID,TARGET
2,0.020720643979726564
5,0.020720643979726564
6,0.020720643979726564
7,0.08755288354486751
9,0.020720643979726564
11,0.08755288354486751
12,0.012048192771084338
15,0.08755288354486751
16,0.020720643979726564
17,0.020720643979726564
19,0.020720643979726564
21,0.020720643979726564
22,0.020720643979726564
24,0.020720643979726564
27,0.010638297872340425
28,0.020720643979726564
30,0.08755288354486751
33,0.020720643979726564
35,0.020720643979726564
37,0.020720643979726564
38,0.020720643979726564
40,0.08755288354486751
41,0.08755288354486751
44,0.012048192771084338
46,0.020720643979726564
47,0.020720643979726564
48,0.020720643979726564
50,0.020720643979726564
52,0.08755288354486751
53,0.08755288354486751
55,0.08755288354486751
57,0.020720643979726564
58,0.020720643979726564
59,0.08755288354486751
62,0.020720643979726564
63,0.020720643979726564
64,0.020720643979726564
65,0.020720643979726564
67,0.020720643979726564
69,0.020720643979726564
70,0.020720643979726564
71,0.08755288354486751
72,0.020720643979726564
73,0.020720643979726564
76,0.012048192771084338
78,0.010638297872340425
79,0.020720643979726564
81,0.020720643979726564
85,0.020720643979726564
86,0.020720643979726564
89,0.020720643979726564
94,0.08755288354486751
96,0.020720643979726564
97,0.020720643979726564
98,0.020720643979726564
99,0.08755288354486751
100,0.08755288354486751
103,0.08755288354486751
104,0.020720643979726564
108,0.020720643979726564
110,0.020720643979726564
112,0.020720643979726564
114,0.08755288354486751
116,0.020720643979726564
117,0.010638297872340425
119,0.08755288354486751
120,0.0023566378633150041
121,0.020720643979726564
123,0.020720643979726564
124,0.020720643979726564
126,0.020720643979726564
128,0.020720643979726564
129,0.020720643979726564
133,0.020720643979726564
138,0.020720643979726564
147,0.08755288354486751
149,0.08755288354486751
158,0.020720643979726564
160,0.020720643979726564
164,0.020720643979726564
167,0.020720643979726564
168,0.08755288354486751
174,0.020720643979726564
181,0.020720643979726564
185,0.020720643979726564
187,0.020720643979726564
189,0.020720643979726564
190,0.020720643979726564
194,0.010638297872340425
197,0.011764705882352941
198,0.08755288354486751
201,0.020720643979726564
205,0.010638297872340425
208,0.08755288354486751
211,0.020720643979726564
216,0.08755288354486751
219,0.08755288354486751
223,0.020720643979726564
224,0.08755288354486751
226,0.08755288354486751
229,0.020720643979726564
230,0.020720643979726564
237,0.020720643979726564
238,0.08755288354486751
240,0.020720643979726564
243,0.020720643979726564
245,0.08755288354486751
246,0.08755288354486751
247,0.020720643979726564
248,0.020720643979726564
249,0.020720643979726564
250,0.08755288354486751
251,0.020720643979726564
255,0.020720643979726564
256,0.020720643979726564
257,0.020720643979726564
260,0.08755288354486751
261,0.020720643979726564
263,0.08755288354486751
264,0.08755288354486751
267,0.0023566378633150041
268,0.020720643979726564
272,0.020720643979726564
274,0.020720643979726564
275,0.020720643979726564
277,0.08755288354486751
278,0.08755288354486751
280,0.012048192771084338
281,0.020720643979726564
282,0.020720643979726564
283,0.020720643979726564
284,0.020720643979726564
286,0.08755288354486751
290,0.020720643979726564
291,0.020720643979726564
293,0.08755288354486751
295,0.08755288354486751
297,0.020720643979726564
298,0.08755288354486751
300,0.012048192771084338
304,0.010638297872340425
305,0.0023566378633150041
308,0.020720643979726564
309,0.020720643979726564
310,0.020720643979726564
312,0.020720643979726564
313,0.08755288354486751
315,0.020720643979726564
317,0.020720643979726564
318,0.08755288354486751
321,0.020720643979726564
323,0.08755288354486751
325,0.020720643979726564
326,0.08755288354486751
327,0.020720643979726564
328,0.08755288354486751
329,0.020720643979726564
330,0.020720643979726564
331,0.020720643979726564
334,0.08755288354486751
335,0.012048192771084338
336,0.020720643979726564
337,0.0023566378633150041
338,0.08755288354486751
339,0.08755288354486751
341,0.08755288354486751
343,0.08755288354486751
346,0.020720643979726564
348,0.020720643979726564
350,0.020720643979726564
351,0.020720643979726564
352,0.08755288354486751
357,0.020720643979726564
358,0.020720643979726564
360,0.020720643979726564
361,0.08755288354486751
364,0.020720643979726564
365,0.020720643979726564
366,0.020720643979726564
367,0.020720643979726564
368,0.020720643979726564
370,0.020720643979726564
372,0.010638297872340425
376,0.020720643979726564
377,0.020720643979726564
379,0.020720643979726564
380,0.08755288354486751
381,0.08755288354486751
385,0.020720643979726564
386,0.020720643979726564
389,0.020720643979726564
391,0.020720643979726564
392,0.020720643979726564
393,0.020720643979726564
395,0.020720643979726564
396,0.020720643979726564
397,0.020720643979726564
398,0.012048192771084338
399,0.020720643979726564
400,0.020720643979726564
401,0.012048192771084338
403,0.010638297872340425
405,0.020720643979726564
406,0.020720643979726564
409,0.08755288354486751
411,0.020720643979726564
413,0.020720643979726564
418,0.020720643979726564
419,0.08755288354486751
422,0.08755288354486751
424,0.08755288354486751
425,0.083333333333333329
427,0.020720643979726564
430,0.020720643979726564
431,0.08755288354486751
434,0.08755288354486751
435,0.020720643979726564
437,0.08755288354486751
438,0.010638297872340425
439,0.08755288354486751
442,0.020720643979726564
446,0.020720643979726564
450,0.020720643979726564
451,0.08755288354486751
452,0.020720643979726564
454,0.020720643979726564
455,0.0023566378633150041
463,0.08755288354486751
464,0.020720643979726564
465,0.020720643979726564
467,0.08755288354486751
468,0.020720643979726564
470,0.020720643979726564
472,0.08755288354486751
473,0.08755288354486751
475,0.010638297872340425
476,0.020720643979726564
479,0.08755288354486751
481,0.0023566378633150041
483,0.020720643979726564
484,0.020720643979726564
486,0.020720643979726564
487,0.020720643979726564
491,0.020720643979726564
494,0.020720643979726564
495,0.020720643979726564
497,0.020720643979726564
498,0.0072992700729927005
499,0.020720643979726564
503,0.08755288354486751
504,0.08755288354486751
505,0.020720643979726564
506,0.020720643979726564
507,0.020720643979726564
508,0.08755288354486751
509,0.08755288354486751
510,0.020720643979726564
511,0.08755288354486751
512,0.020720643979726564
516,0.020720643979726564
518,0.020720643979726564
519,0.020720643979726564
520,0.010638297872340425
521,0.020720643979726564
522,0.010638297872340425
524,0.08755288354486751
525,0.012048192771084338
526,0.020720643979726564
528,0.08755288354486751
529,0.020720643979726564
531,0.020720643979726564
532,0.08755288354486751
534,0.020720643979726564
536,0.020720643979726564
539,0.020720643979726564
540,0.020720643979726564
541,0.020720643979726564
542,0.08755288354486751
545,0.020720643979726564
546,0.020720643979726564
552,0.020720643979726564
556,0.020720643979726564
557,0.020720643979726564
559,0.020720643979726564
562,0.010638297872340425
563,0.012048192771084338
565,0.020720643979726564
569,0.020720643979726564
570,0.020720643979726564
574,0.020720643979726564
575,0.020720643979726564
585,0.020720643979726564
589,0.020720643979726564
590,0.020720643979726564
592,0.08755288354486751
593,0.020720643979726564
594,0.012048192771084338
595,0.08755288354486751
597,0.012048192771084338
601,0.020720643979726564
603,0.020720643979726564
604,0.020720643979726564
605,0.020720643979726564
607,0.020720643979726564
608,0.020720643979726564
610,0.08755288354486751
612,0.011764705882352941
613,0.020720643979726564
615,0.020720643979726564
616,0.08755288354486751
617,0.020720643979726564
619,0.020720643979726564
620,0.08755288354486751
621,0.020720643979726564
624,0.020720643979726564
625,0.0
628,0.020720643979726564
629,0.08755288354486751
630,0.020720643979726564
632,0.08755288354486751
634,0.020720643979726564
637,0.08755288354486751
638,0.012048192771084338
642,0.020720643979726564
643,0.012048192771084338
644,0.020720643979726564
646,0.020720643979726564
655,0.08755288354486751
660,0.08755288354486751
664,0.020720643979726564
665,0.020720643979726564
666,0.020720643979726564
670,0.08755288354486751
671,0.08755288354486751
672,0.010638297872340425
675,0.020720643979726564
676,0.020720643979726564
677,0.08755288354486751
678,0.020720643979726564
680,0.020720643979726564
683,0.08755288354486751
684,0.08755288354486751
685,0.020720643979726564
691,0.020720643979726564
693,0.020720643979726564
696,0.020720643979726564
698,0.08755288354486751
699,0.08755288354486751
700,0.012048192771084338
703,0.020720643979726564
704,0.08755288354486751
705,0.020720643979726564
707,0.08755288354486751
709,0.020720643979726564
711,0.08755288354486751
713,0.08755288354486751
716,0.020720643979726564
719,0.020720643979726564
721,0.020720643979726564
722,0.020720643979726564
723,0.012048192771084338
724,0.020720643979726564
727,0.020720643979726564
728,0.08755288354486751
729,0.020720643979726564
733,0.08755288354486751
736,0.012048192771084338
739,0.020720643979726564
742,0.08755288354486751
